record_id,collection_version,review_status,production_ready,sector,subsector,technology,fuel_or_material,pollutant,ef_value,ef_expression,ef_lower,ef_upper,unit,activity_basis,control_basis,geographic_scope,applicability,evidence_origin,factor_reference_period_start,factor_reference_period_end,source_id,source_table_or_location,quality_flag,notes,source_title,publication_year,source_url
EF00781,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,NOx,0.001417,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00782,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,SOx,0.00015,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00783,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,TSP,0.012192,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00784,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,PM10,0.005813,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00785,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,PM2.5,0.003647,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00786,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,VOCs,0.04778,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00787,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Wood boiler,Wood or pellet,NH3,1.3e-05,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00788,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,CO,0.119227,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00789,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,NOx,0.0144,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00790,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,SOx,0.000183,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00791,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,TSP,0.004582,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00792,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,PM10,0.003345,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00793,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,PM2.5,0.002482,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00794,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,VOCs,0.037733,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00795,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet stove,Wood or pellet,NH3,1.7e-05,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00796,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,CO,0.156973,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00797,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,NOx,0.011917,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00798,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,SOx,0.000183,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00799,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,TSP,0.004725,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00800,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,PM10,0.003405,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00801,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,PM2.5,0.002632,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00802,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,VOCs,0.04875,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00803,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Residential biomass combustion,Pellet boiler,Wood or pellet,NH3,2e-05,,,,kg/kg-fuel,biomass fuel consumed,device-average,Korea,CAPSS inventory default,Korean environmental-technology study (2014),,,capss_handbook_vi_mirror,CAPSS VI Table 13-13,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00804,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00805,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,NOx,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00806,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00807,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,TSP,0.41,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00808,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,PM10,0.41,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00809,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,PM2.5,0.32,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00810,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, griddle LPG",,VOCs,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00811,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00812,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,NOx,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00813,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00814,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,TSP,2.79,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00815,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,PM10,2.79,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00816,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,PM2.5,2.62,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00817,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, fresh, charcoal direct",,VOCs,0.78,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00818,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00819,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,NOx,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00820,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00821,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,TSP,4.54,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00822,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,PM10,4.54,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00823,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,PM2.5,3.45,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00824,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, griddle LPG",,VOCs,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00825,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,CO,0.15,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00826,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,NOx,0.07,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00827,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,SOx,0.02,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00828,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,TSP,6.31,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00829,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,PM10,6.31,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00830,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,PM2.5,6.12,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00831,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef, marinated, charcoal direct",,VOCs,0.78,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00832,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,CO,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00833,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,NOx,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00834,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00835,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,TSP,44.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00836,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,PM10,44.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00837,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,PM2.5,42.61,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00838,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Beef intestines, charcoal direct",,VOCs,0.78,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00839,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,CO,0.06,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00840,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,NOx,0.05,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00841,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,SOx,0.01,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00842,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,TSP,1.6,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00843,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial cooking,"Pork, fresh, griddle LPG",,PM10,1.6,,,,g/kg-meat,meat grilled,cooking-method factor,Korea,CAPSS inventory default,Korean cooking-emissions studies,,,capss_handbook_vi_mirror,CAPSS VI Table 13-11,CAPSS_VI_needs_VII_diff,,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
