"denominator_id","inventory_id","sector","subsector","technology","pollutant","preferred_activity_denominator","preferred_ef_unit","compatible_activity_units","conversion_required","conversion_description","controlled_or_uncontrolled","temporal_weighting_needed","technology_weighting_needed","control_weighting_needed","notes"
"den_agr_livestock_other_pm10","agr_livestock_other","livestock","other","other_livestock","PM10","animal-year","kg PM10/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
"den_agr_livestock_other_tsp","agr_livestock_other","livestock","other","other_livestock","TSP","animal-year","kg TSP/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
"den_agr_livestock_other_nh3","agr_livestock_other","livestock","other","other_livestock","NH3","animal-year","kg NH3/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
"den_agr_fertilizer_nh3","agr_fertilizer","cropland","fertilizer","fertilizer_application","NH3","kg nitrogen applied","kg NH3/kg nitrogen applied","kg nitrogen applied","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Fertilizer, crop, soil, weather, and application shares create the annual effective factor."
"den_agr_crop_residue_burning_nox","agr_crop_residue_burning","cropland","residue_burning","open_burning","NOx","tonne dry matter burned","kg NOx/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_sox","agr_crop_residue_burning","cropland","residue_burning","open_burning","SOx","tonne dry matter burned","kg SOx/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_pm25","agr_crop_residue_burning","cropland","residue_burning","open_burning","PM2.5","tonne dry matter burned","kg PM2.5/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_pm10","agr_crop_residue_burning","cropland","residue_burning","open_burning","PM10","tonne dry matter burned","kg PM10/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_tsp","agr_crop_residue_burning","cropland","residue_burning","open_burning","TSP","tonne dry matter burned","kg TSP/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_vocs","agr_crop_residue_burning","cropland","residue_burning","open_burning","VOCs","tonne dry matter burned","kg VOCs/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_nh3","agr_crop_residue_burning","cropland","residue_burning","open_burning","NH3","tonne dry matter burned","kg NH3/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_co","agr_crop_residue_burning","cropland","residue_burning","open_burning","CO","tonne dry matter burned","kg CO/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_crop_residue_burning_bc","agr_crop_residue_burning","cropland","residue_burning","open_burning","BC","tonne dry matter burned","kg BC/tonne dry matter burned","tonne dry matter burned","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_nox","agr_machinery","machinery","agriculture","agricultural_machinery","NOx","litre fuel","g NOx/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_sox","agr_machinery","machinery","agriculture","agricultural_machinery","SOx","litre fuel","g SOx/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_pm25","agr_machinery","machinery","agriculture","agricultural_machinery","PM2.5","litre fuel","g PM2.5/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_pm10","agr_machinery","machinery","agriculture","agricultural_machinery","PM10","litre fuel","g PM10/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_tsp","agr_machinery","machinery","agriculture","agricultural_machinery","TSP","litre fuel","g TSP/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_vocs","agr_machinery","machinery","agriculture","agricultural_machinery","VOCs","litre fuel","g VOCs/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_nh3","agr_machinery","machinery","agriculture","agricultural_machinery","NH3","litre fuel","g NH3/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_co","agr_machinery","machinery","agriculture","agricultural_machinery","CO","litre fuel","g CO/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_machinery_bc","agr_machinery","machinery","agriculture","agricultural_machinery","BC","litre fuel","g BC/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_nox","agr_forestry_machinery","machinery","forestry","forestry_machinery","NOx","litre fuel","g NOx/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_sox","agr_forestry_machinery","machinery","forestry","forestry_machinery","SOx","litre fuel","g SOx/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_pm25","agr_forestry_machinery","machinery","forestry","forestry_machinery","PM2.5","litre fuel","g PM2.5/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_pm10","agr_forestry_machinery","machinery","forestry","forestry_machinery","PM10","litre fuel","g PM10/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_tsp","agr_forestry_machinery","machinery","forestry","forestry_machinery","TSP","litre fuel","g TSP/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_vocs","agr_forestry_machinery","machinery","forestry","forestry_machinery","VOCs","litre fuel","g VOCs/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_co","agr_forestry_machinery","machinery","forestry","forestry_machinery","CO","litre fuel","g CO/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_forestry_machinery_bc","agr_forestry_machinery","machinery","forestry","forestry_machinery","BC","litre fuel","g BC/litre fuel","litre fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_nox","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","NOx","tonne marine fuel","kg NOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_sox","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","SOx","tonne marine fuel","kg SOx/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_pm25","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","PM2.5","tonne marine fuel","kg PM2.5/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_pm10","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","PM10","tonne marine fuel","kg PM10/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_tsp","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","TSP","tonne marine fuel","kg TSP/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_vocs","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","VOCs","tonne marine fuel","kg VOCs/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_nh3","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","NH3","tonne marine fuel","kg NH3/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_co","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","CO","tonne marine fuel","kg CO/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_fisheries_combustion_bc","agr_fisheries_combustion","fisheries","fuel_combustion","fishing_operations","BC","tonne marine fuel","kg BC/tonne marine fuel","tonne marine fuel","false","","controlled","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_nox","wst_municipal_incineration","incineration","municipal","municipal_incinerator","NOx","tonne waste treated","kg NOx/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_sox","wst_municipal_incineration","incineration","municipal","municipal_incinerator","SOx","tonne waste treated","kg SOx/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_pm25","wst_municipal_incineration","incineration","municipal","municipal_incinerator","PM2.5","tonne waste treated","kg PM2.5/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_pm10","wst_municipal_incineration","incineration","municipal","municipal_incinerator","PM10","tonne waste treated","kg PM10/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_tsp","wst_municipal_incineration","incineration","municipal","municipal_incinerator","TSP","tonne waste treated","kg TSP/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_vocs","wst_municipal_incineration","incineration","municipal","municipal_incinerator","VOCs","tonne waste treated","kg VOCs/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_nh3","wst_municipal_incineration","incineration","municipal","municipal_incinerator","NH3","tonne waste treated","kg NH3/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_co","wst_municipal_incineration","incineration","municipal","municipal_incinerator","CO","tonne waste treated","kg CO/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_municipal_incineration_bc","wst_municipal_incineration","incineration","municipal","municipal_incinerator","BC","tonne waste treated","kg BC/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_nox","wst_industrial_incineration","incineration","industrial","industrial_incinerator","NOx","tonne waste treated","kg NOx/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_sox","wst_industrial_incineration","incineration","industrial","industrial_incinerator","SOx","tonne waste treated","kg SOx/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_pm25","wst_industrial_incineration","incineration","industrial","industrial_incinerator","PM2.5","tonne waste treated","kg PM2.5/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_pm10","wst_industrial_incineration","incineration","industrial","industrial_incinerator","PM10","tonne waste treated","kg PM10/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_tsp","wst_industrial_incineration","incineration","industrial","industrial_incinerator","TSP","tonne waste treated","kg TSP/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_vocs","wst_industrial_incineration","incineration","industrial","industrial_incinerator","VOCs","tonne waste treated","kg VOCs/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_nh3","wst_industrial_incineration","incineration","industrial","industrial_incinerator","NH3","tonne waste treated","kg NH3/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_co","wst_industrial_incineration","incineration","industrial","industrial_incinerator","CO","tonne waste treated","kg CO/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_industrial_incineration_bc","wst_industrial_incineration","incineration","industrial","industrial_incinerator","BC","tonne waste treated","kg BC/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_nox","wst_medical_incineration","incineration","medical","medical_waste_incinerator","NOx","tonne waste treated","kg NOx/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_sox","wst_medical_incineration","incineration","medical","medical_waste_incinerator","SOx","tonne waste treated","kg SOx/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_pm25","wst_medical_incineration","incineration","medical","medical_waste_incinerator","PM2.5","tonne waste treated","kg PM2.5/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_pm10","wst_medical_incineration","incineration","medical","medical_waste_incinerator","PM10","tonne waste treated","kg PM10/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_tsp","wst_medical_incineration","incineration","medical","medical_waste_incinerator","TSP","tonne waste treated","kg TSP/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_vocs","wst_medical_incineration","incineration","medical","medical_waste_incinerator","VOCs","tonne waste treated","kg VOCs/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_nh3","wst_medical_incineration","incineration","medical","medical_waste_incinerator","NH3","tonne waste treated","kg NH3/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_co","wst_medical_incineration","incineration","medical","medical_waste_incinerator","CO","tonne waste treated","kg CO/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_medical_incineration_bc","wst_medical_incineration","incineration","medical","medical_waste_incinerator","BC","tonne waste treated","kg BC/tonne waste treated","tonne waste treated","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_landfills_vocs","wst_landfills","landfill","municipal_and_industrial","landfill","VOCs","tonne waste landfilled","kg VOCs/tonne waste landfilled","tonne waste landfilled","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_wastewater_vocs","wst_wastewater","wastewater","all","wastewater_treatment","VOCs","cubic metre wastewater","kg VOCs/cubic metre wastewater","cubic metre wastewater","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_wastewater_nh3","wst_wastewater","wastewater","all","wastewater_treatment","NH3","cubic metre wastewater","kg NH3/cubic metre wastewater","cubic metre wastewater","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_nox","wst_open_burning","open_burning","municipal","open_waste_burning","NOx","tonne dry matter burned","kg NOx/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_sox","wst_open_burning","open_burning","municipal","open_waste_burning","SOx","tonne dry matter burned","kg SOx/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_pm25","wst_open_burning","open_burning","municipal","open_waste_burning","PM2.5","tonne dry matter burned","kg PM2.5/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_pm10","wst_open_burning","open_burning","municipal","open_waste_burning","PM10","tonne dry matter burned","kg PM10/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_tsp","wst_open_burning","open_burning","municipal","open_waste_burning","TSP","tonne dry matter burned","kg TSP/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_vocs","wst_open_burning","open_burning","municipal","open_waste_burning","VOCs","tonne dry matter burned","kg VOCs/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_nh3","wst_open_burning","open_burning","municipal","open_waste_burning","NH3","tonne dry matter burned","kg NH3/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_co","wst_open_burning","open_burning","municipal","open_waste_burning","CO","tonne dry matter burned","kg CO/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_wst_open_burning_bc","wst_open_burning","open_burning","municipal","open_waste_burning","BC","tonne dry matter burned","kg BC/tonne dry matter burned","tonne dry matter burned","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_nox","ene_refining_combustion","oil_refining","combustion","refinery_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_sox","ene_refining_combustion","oil_refining","combustion","refinery_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_pm25","ene_refining_combustion","oil_refining","combustion","refinery_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_pm10","ene_refining_combustion","oil_refining","combustion","refinery_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_tsp","ene_refining_combustion","oil_refining","combustion","refinery_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_vocs","ene_refining_combustion","oil_refining","combustion","refinery_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_nh3","ene_refining_combustion","oil_refining","combustion","refinery_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_co","ene_refining_combustion","oil_refining","combustion","refinery_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_combustion_bc","ene_refining_combustion","oil_refining","combustion","refinery_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_nox","ene_refining_process","oil_refining","process","refinery_process","NOx","tonne crude oil","kg NOx/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_sox","ene_refining_process","oil_refining","process","refinery_process","SOx","tonne crude oil","kg SOx/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_pm25","ene_refining_process","oil_refining","process","refinery_process","PM2.5","tonne crude oil","kg PM2.5/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_pm10","ene_refining_process","oil_refining","process","refinery_process","PM10","tonne crude oil","kg PM10/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_tsp","ene_refining_process","oil_refining","process","refinery_process","TSP","tonne crude oil","kg TSP/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_vocs","ene_refining_process","oil_refining","process","refinery_process","VOCs","tonne crude oil","kg VOCs/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_refining_process_co","ene_refining_process","oil_refining","process","refinery_process","CO","tonne crude oil","kg CO/tonne crude oil","tonne crude oil","false","","both","false","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_nox","ene_flaring","oil_refining","flaring","refinery_flare","NOx","TJ flare gas","kg NOx/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_sox","ene_flaring","oil_refining","flaring","refinery_flare","SOx","TJ flare gas","kg SOx/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_pm25","ene_flaring","oil_refining","flaring","refinery_flare","PM2.5","TJ flare gas","kg PM2.5/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_pm10","ene_flaring","oil_refining","flaring","refinery_flare","PM10","TJ flare gas","kg PM10/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_tsp","ene_flaring","oil_refining","flaring","refinery_flare","TSP","TJ flare gas","kg TSP/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_vocs","ene_flaring","oil_refining","flaring","refinery_flare","VOCs","TJ flare gas","kg VOCs/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_nh3","ene_flaring","oil_refining","flaring","refinery_flare","NH3","TJ flare gas","kg NH3/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ene_flaring_co","ene_flaring","oil_refining","flaring","refinery_flare","CO","TJ flare gas","kg CO/TJ flare gas","TJ flare gas","false","","both","true","false","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
